31,1.0,309970.0,13,4,4.0,2,5,2,0,0,40
29,2.0,162300.0,13,1,4.0,3,1,1,0,0,70
23,1.0,211680.0,10,3,8.0,4,1,1,0,0,40
79,1.0,124740.0,10,1,6.0,5,1,1,0,0,20
40,1.0,32214.0,12,1,9.0,3,1,1,0,0,40
18,1.0,309630.0,7,3,3.0,2,1,2,0,0,22
31,5.0,125930.0,4,1,10.0,3,1,1,0,0,40
18,1.0,446840.0,9,3,4.0,4,1,1,0,0,30
46,1.0,51618.0,9,1,3.0,1,1,2,0,0,40
53,1.0,346250.0,9,2,4.0,2,1,2,0,0,35
49,5.0,268230.0,9,1,13.0,3,1,1,0,0,40
30,1.0,54334.0,5,3,4.0,4,1,1,0,0,40
43,4.0,410870.0,16,3,6.0,4,1,2,0,0,50
57,1.0,249980.0,11,1,6.0,3,1,1,0,0,40
37,1.0,286730.0,10,2,2.0,6,1,2,0,0,40
28,1.0,212560.0,10,2,8.0,6,5,2,0,0,25
30,1.0,117750.0,9,1,4.0,1,2,2,0,1573,35
34,5.0,226300.0,13,1,13.0,3,1,1,0,0,40
29,5.0,115580.0,10,3,7.0,4,1,1,0,0,50
32,4.0,249410.0,9,3,3.0,2,5,1,0,0,40
44,1.0,198280.0,13,1,5.0,3,1,1,15024,0,60
47,2.0,149120.0,14,3,6.0,4,1,2,0,0,50
20,1.0,188300.0,10,3,1.0,2,1,2,0,0,40
30,1.0,194900.0,7,3,7.0,2,1,1,0,0,40
31,5.0,189260.0,9,3,9.0,4,1,2,0,0,40
42,1.0,124690.0,9,1,7.0,3,1,1,0,0,40
24,1.0,432380.0,13,3,4.0,5,1,1,0,0,40
38,1.0,65324.0,15,1,6.0,3,1,1,0,0,40
56,2.0,335600.0,9,1,3.0,3,1,1,0,1887,50
28,1.0,377870.0,10,1,4.0,1,1,2,4064,0,25
49,5.0,197370.0,11,1,2.0,3,5,1,0,0,40
22,1.0,102630.0,9,3,2.0,4,1,1,0,0,41
40,1.0,118850.0,13,1,5.0,3,1,1,0,0,60
29,6.0,267990.0,13,1,6.0,3,1,1,0,0,50
47,1.0,287830.0,13,1,5.0,1,1,2,0,0,40
20,1.0,111700.0,10,3,9.0,2,1,2,0,1719,28
31,1.0,114940.0,12,1,9.0,3,1,1,0,0,40
35,,129300.0,9,1,,3,1,1,0,0,40
39,1.0,365740.0,10,2,2.0,4,1,1,0,0,40
28,1.0,69621.0,12,3,4.0,4,1,2,0,0,60
38,2.0,120980.0,9,1,2.0,3,1,1,4386,0,35
37,1.0,254200.0,13,1,4.0,3,1,1,0,0,50
27,1.0,163130.0,11,1,9.0,1,1,2,0,0,35
20,1.0,34310.0,10,3,4.0,2,1,1,0,0,20
61,3.0,66614.0,9,1,2.0,3,1,1,0,0,40
27,1.0,232780.0,10,3,4.0,2,1,2,0,0,40
19,1.0,316870.0,10,3,3.0,2,1,1,0,0,30
45,1.0,196580.0,11,3,6.0,4,1,2,0,1564,40
70,1.0,105380.0,10,3,1.0,5,1,1,0,0,40
31,1.0,185810.0,9,3,11.0,6,5,2,0,0,30
22,1.0,175370.0,10,1,3.0,3,1,1,0,0,24
36,1.0,108290.0,9,5,3.0,6,1,2,0,0,24
43,,174660.0,10,2,,4,1,2,0,0,40
47,5.0,186010.0,10,2,9.0,6,1,2,0,0,38
34,1.0,198180.0,9,3,9.0,4,1,2,0,0,40
33,1.0,163000.0,13,3,5.0,5,2,2,0,0,40
21,1.0,296160.0,9,3,2.0,2,1,1,0,0,35
52,,252900.0,9,2,,4,1,1,0,0,45
48,1.0,187720.0,9,1,2.0,3,1,1,0,0,46
23,1.0,214540.0,13,3,7.0,4,1,1,0,0,40
71,2.0,494220.0,10,4,4.0,6,5,1,0,1816,2
29,1.0,191540.0,9,2,2.0,4,1,1,0,0,60
42,1.0,228460.0,13,4,3.0,5,5,1,0,0,50
68,,38317.0,2,2,,4,1,2,0,0,20
28,1.0,88419.0,9,3,5.0,4,2,2,0,0,40
45,2.0,201080.0,14,1,4.0,3,1,1,0,0,40
36,1.0,207160.0,10,2,3.0,6,1,2,0,0,40
39,4.0,235480.0,12,3,5.0,4,1,1,0,0,42
46,6.0,102630.0,14,5,13.0,6,1,1,0,0,40
18,1.0,25828.0,7,3,7.0,2,1,1,0,0,16
66,5.0,54826.0,11,5,6.0,4,1,2,0,0,20
51,1.0,96062.0,10,1,4.0,3,1,1,0,1977,40
27,1.0,428030.0,13,3,2.0,4,1,1,0,0,50
28,6.0,149620.0,13,1,6.0,3,1,1,0,0,40
27,1.0,253810.0,9,6,4.0,6,1,2,0,0,25
21,1.0,312960.0,9,3,2.0,2,5,1,0,0,40
34,1.0,483780.0,9,3,7.0,4,5,1,0,0,40
33,1.0,37274.0,13,1,6.0,3,1,1,0,0,65
44,5.0,181340.0,10,1,5.0,3,5,1,0,0,38
43,1.0,114580.0,10,2,9.0,4,1,2,0,0,40
30,1.0,633740.0,10,3,2.0,4,5,1,0,0,45
40,1.0,286370.0,4,1,8.0,3,1,1,0,0,40
37,4.0,29054.0,10,1,9.0,3,1,1,0,0,42
41,2.0,143130.0,13,2,5.0,4,1,2,0,0,40
31,1.0,99928.0,14,1,6.0,1,1,2,0,0,50
58,6.0,109570.0,16,1,6.0,3,1,1,0,0,1
38,1.0,155220.0,10,2,8.0,4,5,2,0,0,28
24,1.0,159570.0,10,1,8.0,3,1,1,0,0,40
41,5.0,523910.0,13,1,2.0,3,5,1,0,0,40
47,1.0,120940.0,10,1,1.0,3,1,1,0,0,45
41,4.0,130760.0,13,1,1.0,3,1,1,0,0,24
23,1.0,197390.0,3,1,11.0,5,1,1,0,0,40
36,1.0,99374.0,10,2,2.0,4,1,1,0,0,40
40,4.0,56795.0,14,3,5.0,4,1,2,14084,0,55
26,1.0,397320.0,14,3,6.0,4,1,2,0,1876,40
19,,170650.0,9,3,,2,1,1,0,0,40
51,1.0,259320.0,13,1,5.0,3,1,1,0,0,50
42,5.0,254820.0,10,3,6.0,4,1,2,0,1340,40
37,6.0,48211.0,9,2,9.0,6,1,2,0,0,35
18,1.0,140160.0,7,3,4.0,2,1,2,0,0,40
36,1.0,128760.0,13,1,3.0,3,5,1,7298,0,36
35,1.0,36270.0,9,2,2.0,4,1,1,0,0,60
37,1.0,208360.0,9,1,2.0,3,1,1,0,0,40
35,1.0,153790.0,10,3,4.0,4,3,2,0,0,40
60,1.0,85815.0,9,1,2.0,3,2,1,0,0,40
54,3.0,125420.0,4,1,8.0,3,1,1,0,0,40
37,1.0,635910.0,13,3,5.0,4,5,1,0,0,60
50,1.0,313320.0,12,2,4.0,4,1,2,0,0,40
38,1.0,182610.0,13,1,4.0,3,1,1,0,0,50
25,1.0,255000.0,6,3,2.0,4,1,1,0,0,40
31,1.0,197860.0,10,1,7.0,3,1,1,0,0,40
90,1.0,51744.0,9,3,3.0,4,5,1,0,2206,40
54,1.0,176680.0,9,1,9.0,3,5,1,0,0,20
53,5.0,140360.0,1,3,8.0,4,1,2,0,0,35
18,1.0,243310.0,9,3,4.0,2,1,2,0,0,40
66,2.0,167690.0,9,1,10.0,3,1,1,1409,0,50
65,1.0,176800.0,9,2,9.0,4,1,2,0,0,40
35,1.0,538580.0,7,4,11.0,4,5,1,3674,0,40
41,1.0,130410.0,9,2,4.0,6,5,2,0,0,38
25,1.0,159730.0,10,3,9.0,4,1,1,0,0,42
40,6.0,170520.0,10,3,9.0,4,1,2,0,0,38
41,1.0,180140.0,13,1,5.0,3,1,1,0,0,50
40,1.0,347890.0,13,1,6.0,3,1,1,0,0,40
20,,119160.0,10,3,,2,1,1,0,0,20
38,1.0,179490.0,10,2,2.0,4,1,1,0,1741,40
56,1.0,203580.0,9,1,9.0,3,1,1,0,0,35
58,1.0,236600.0,9,1,9.0,3,1,1,0,0,45
32,1.0,183920.0,9,3,3.0,4,1,2,0,0,34
40,1.0,207580.0,12,1,1.0,3,1,1,0,1977,60
41,1.0,112760.0,15,1,6.0,1,1,2,0,0,40
42,1.0,390780.0,13,1,9.0,1,5,2,0,0,40
58,1.0,259010.0,10,3,11.0,4,1,1,0,0,20
42,2.0,303040.0,9,1,10.0,3,2,1,0,0,40
20,1.0,117790.0,9,3,3.0,2,1,2,0,0,40
32,1.0,172580.0,9,4,3.0,4,1,2,0,0,30
45,1.0,187670.0,11,5,5.0,4,1,2,0,0,45
50,1.0,204520.0,4,2,2.0,4,1,1,0,0,40
36,1.0,150040.0,13,2,6.0,2,1,2,0,0,40
45,1.0,98092.0,9,1,4.0,3,1,1,0,0,60
17,1.0,245920.0,7,3,3.0,2,1,1,0,0,12
59,1.0,146010.0,10,1,4.0,3,1,1,4064,0,40
26,1.0,378320.0,7,1,2.0,3,1,1,0,0,40
37,3.0,257300.0,10,1,5.0,3,2,1,0,0,75
19,,218960.0,10,3,,2,1,1,0,0,24
33,1.0,185480.0,13,3,6.0,4,1,2,0,0,45
17,1.0,191260.0,5,3,3.0,2,1,1,1055,0,24
50,2.0,30653.0,14,1,10.0,3,1,1,2407,0,98
30,1.0,70377.0,9,2,6.0,2,1,2,0,0,40
43,1.0,477980.0,9,1,7.0,3,5,1,0,0,40
44,1.0,170920.0,10,1,2.0,3,1,1,7298,0,40
25,1.0,193790.0,10,3,1.0,2,1,2,0,0,40
24,1.0,279470.0,10,1,8.0,1,1,2,7298,0,48
22,1.0,34918.0,13,3,6.0,4,1,2,0,0,15
42,5.0,97688.0,10,1,2.0,3,1,1,5178,0,40
34,1.0,175410.0,12,2,4.0,6,5,2,0,0,45
60,1.0,173960.0,13,2,6.0,4,1,2,0,0,42
21,1.0,205760.0,9,3,7.0,2,1,1,0,0,40
50,1.0,176610.0,10,2,3.0,4,1,1,0,0,45
25,1.0,371990.0,13,3,5.0,4,1,2,0,0,40
50,1.0,193880.0,4,1,2.0,3,1,1,0,0,40
36,1.0,200350.0,13,1,6.0,3,1,1,0,0,45
29,5.0,220420.0,13,3,13.0,4,1,1,0,0,56
21,1.0,231930.0,10,3,4.0,2,1,1,0,0,45
27,1.0,248400.0,13,3,1.0,6,5,2,0,0,40
37,3.0,57424.0,13,2,4.0,4,1,2,0,0,60
39,,157440.0,14,1,,1,2,2,3464,0,40
38,1.0,169470.0,9,2,4.0,4,1,1,0,0,80
21,1.0,153720.0,10,3,3.0,4,2,2,0,0,25
31,1.0,217460.0,9,1,11.0,3,1,1,0,0,45
43,1.0,173320.0,9,2,9.0,4,1,2,0,0,40
26,1.0,193940.0,12,3,1.0,4,1,1,0,0,45
46,1.0,83082.0,12,3,6.0,4,1,2,0,0,33
41,3.0,34987.0,10,1,10.0,3,1,1,0,0,54
34,1.0,142900.0,14,1,5.0,3,2,1,7298,0,35
19,,860350.0,10,3,,2,5,2,0,0,25
36,2.0,205610.0,13,2,6.0,4,5,2,0,0,40
22,1.0,199700.0,10,3,4.0,2,1,1,0,0,15
24,1.0,191950.0,10,3,8.0,4,1,1,0,0,40
77,2.0,138710.0,10,1,4.0,3,1,1,0,0,40
29,1.0,423160.0,10,3,1.0,4,1,2,0,0,40
62,1.0,159840.0,9,5,3.0,4,1,2,0,0,24
39,2.0,174310.0,9,1,5.0,3,1,1,0,0,40
35,1.0,186110.0,9,2,11.0,4,1,1,0,0,45
29,1.0,200380.0,7,3,5.0,4,1,2,0,0,40
76,2.0,174310.0,14,1,2.0,3,1,1,0,0,10
63,2.0,78383.0,9,1,10.0,3,1,1,0,0,45
43,1.0,187730.0,10,1,6.0,1,1,2,0,1887,50
58,2.0,321170.0,9,1,7.0,3,1,1,0,0,40
41,1.0,206560.0,10,3,2.0,4,5,1,0,0,45
26,1.0,224560.0,13,3,9.0,4,1,1,0,0,40
47,1.0,178690.0,11,3,3.0,4,1,1,0,0,40
55,5.0,98545.0,6,1,9.0,3,1,1,0,0,40
53,1.0,242610.0,9,1,11.0,3,1,1,0,0,40
30,1.0,94235.0,9,3,2.0,5,1,1,0,0,40
49,1.0,71195.0,14,3,6.0,4,1,1,0,0,60
19,1.0,104110.0,9,3,4.0,6,5,1,0,0,30
36,6.0,119270.0,9,1,13.0,3,1,1,7298,0,40
33,1.0,85043.0,9,3,10.0,4,1,1,0,0,20
22,6.0,293360.0,10,3,13.0,2,5,2,0,0,40
67,,36135.0,7,1,,3,1,1,0,0,8
30,,151990.0,11,2,,6,1,2,0,0,40
56,1.0,101130.0,12,6,3.0,4,1,1,0,0,25
33,1.0,117960.0,13,1,5.0,3,1,1,0,0,40
26,1.0,192260.0,9,1,3.0,3,1,1,0,0,40
33,1.0,111360.0,13,1,5.0,3,1,1,0,0,40
46,5.0,329750.0,7,1,11.0,3,1,1,0,0,30
59,,372020.0,13,1,,3,1,1,0,0,40
38,4.0,95432.0,9,1,9.0,3,1,1,0,0,40
65,1.0,161400.0,7,5,3.0,6,4,1,0,0,40
40,1.0,96129.0,11,1,1.0,3,1,1,0,0,40
43,1.0,180610.0,13,1,11.0,3,1,1,0,0,45
43,1.0,174580.0,13,2,5.0,4,1,1,0,1564,45
57,1.0,212450.0,13,2,5.0,4,1,2,0,0,45
39,1.0,481060.0,9,2,4.0,6,1,2,0,0,40
26,4.0,185880.0,10,3,9.0,6,1,2,0,0,15
17,1.0,89821.0,7,3,3.0,2,1,1,0,0,10
40,6.0,184020.0,11,1,8.0,3,1,1,0,0,38
20,5.0,350840.0,10,3,9.0,2,1,2,0,0,10
38,1.0,172930.0,9,1,4.0,3,1,1,0,0,50
54,1.0,174320.0,9,2,11.0,4,1,1,0,0,40
46,1.0,214960.0,3,2,2.0,4,1,2,0,2339,45
25,1.0,344990.0,10,1,2.0,3,1,1,0,0,40
46,1.0,108700.0,10,2,4.0,4,1,2,0,0,40
36,5.0,117310.0,10,1,11.0,1,1,2,0,0,40
23,1.0,396100.0,9,3,3.0,4,1,2,0,0,25
29,1.0,134150.0,9,4,8.0,4,1,1,0,0,40
44,1.0,162030.0,10,1,9.0,1,1,2,0,2415,6
19,1.0,232390.0,9,3,3.0,5,1,2,0,0,40
27,1.0,301300.0,13,3,2.0,4,1,1,0,0,50
46,2.0,277950.0,12,4,2.0,4,1,1,0,0,40
44,1.0,115560.0,10,1,1.0,3,1,1,0,0,40
25,1.0,86872.0,13,1,5.0,3,1,1,0,0,55
52,3.0,132180.0,13,1,5.0,3,1,1,0,0,50
28,1.0,108570.0,10,3,3.0,4,1,2,0,0,40
50,6.0,288350.0,13,1,13.0,3,1,1,0,0,40
28,1.0,166480.0,4,1,7.0,3,4,1,0,2179,40
41,1.0,445380.0,14,1,5.0,3,1,1,0,1977,65
28,1.0,110140.0,9,1,9.0,3,1,1,0,0,40
46,2.0,317250.0,9,1,2.0,3,1,1,0,0,25
28,,123150.0,10,1,,1,1,2,0,1887,40
32,1.0,364660.0,10,1,5.0,3,1,1,0,0,50
41,5.0,42346.0,10,2,3.0,4,5,2,0,0,24
24,1.0,241950.0,9,3,7.0,6,5,2,0,0,40
33,1.0,118500.0,10,2,5.0,6,1,2,0,0,40
46,1.0,188390.0,16,1,5.0,3,1,1,15024,0,60
31,6.0,1033200.0,10,1,8.0,3,1,1,0,0,40
35,1.0,92440.0,8,2,2.0,4,1,1,0,0,50
52,1.0,190760.0,2,1,8.0,3,1,1,0,0,40
30,1.0,426020.0,7,3,3.0,2,1,2,0,0,19
34,5.0,243870.0,7,4,8.0,4,5,1,0,0,40
32,6.0,92003.0,13,1,5.0,1,1,2,0,0,40
29,1.0,188400.0,9,2,10.0,4,1,1,0,0,40
33,1.0,228530.0,6,3,2.0,6,1,2,0,0,35
36,4.0,255190.0,14,3,6.0,4,1,1,0,1408,40
23,1.0,204650.0,9,3,7.0,4,1,1,0,0,72
63,3.0,222290.0,9,1,5.0,3,1,1,0,0,40
47,5.0,287480.0,14,1,6.0,3,1,1,0,0,40
17,,202520.0,7,3,,2,1,1,0,0,40
40,2.0,204120.0,13,6,6.0,4,1,2,2174,0,40
30,1.0,29662.0,12,1,3.0,1,1,2,0,0,25
33,1.0,208400.0,14,1,6.0,3,1,1,0,0,50
34,5.0,284840.0,9,3,10.0,4,5,1,594,0,60
34,5.0,117020.0,10,3,13.0,4,1,2,0,0,40
23,1.0,81281.0,10,1,9.0,3,1,1,0,0,40
42,5.0,340150.0,10,1,9.0,1,1,2,0,0,40
29,1.0,363420.0,13,3,6.0,4,1,1,0,0,40
45,1.0,45857.0,9,2,9.0,4,1,2,0,0,28
44,1.0,116630.0,10,1,6.0,3,1,1,0,0,40
20,1.0,298230.0,10,3,4.0,4,1,1,0,0,35
44,1.0,290520.0,9,5,5.0,6,5,2,0,0,40
51,1.0,56915.0,9,1,2.0,3,3,1,0,0,40
20,1.0,146540.0,9,1,8.0,3,1,1,0,0,40
17,,258870.0,7,3,,2,1,2,0,0,5
19,1.0,206400.0,9,3,8.0,2,5,2,0,0,40
45,3.0,197330.0,10,1,2.0,3,1,1,0,0,55
60,1.0,245060.0,9,1,2.0,3,1,1,0,0,40
42,1.0,197580.0,12,1,5.0,3,5,1,0,0,40
44,2.0,234880.0,9,1,4.0,1,1,2,0,0,40
40,1.0,72887.0,11,1,8.0,3,2,1,0,0,40
23,1.0,54012.0,9,1,11.0,3,1,1,0,0,60
32,,115740.0,10,1,,3,1,1,0,0,40
44,1.0,116630.0,12,3,10.0,2,1,1,0,0,40
32,1.0,132600.0,13,1,6.0,3,1,1,0,0,50
50,1.0,193370.0,2,6,2.0,6,1,1,0,0,40
24,1.0,170070.0,13,3,1.0,4,1,2,0,0,20
37,1.0,126710.0,9,1,9.0,1,1,2,0,0,60
52,1.0,35598.0,9,2,11.0,6,1,1,0,0,40
38,1.0,33983.0,10,1,11.0,3,1,1,0,0,40
49,1.0,192780.0,14,1,5.0,3,1,1,0,1977,45
30,1.0,118550.0,13,1,1.0,1,1,2,0,0,16
60,1.0,201960.0,10,3,6.0,6,1,1,0,0,40
22,,139880.0,10,3,,2,1,1,0,0,40
35,1.0,285020.0,9,3,2.0,4,1,1,0,0,40
30,1.0,303990.0,9,3,11.0,4,1,1,0,0,60
67,1.0,49401.0,11,2,3.0,4,1,2,0,0,24
46,1.0,279200.0,13,3,2.0,4,1,2,0,0,40
22,1.0,281430.0,10,3,7.0,2,1,1,0,0,30
27,1.0,161160.0,6,3,3.0,4,1,1,0,0,40
43,2.0,170720.0,10,1,2.0,3,1,1,0,0,20
28,6.0,70100.0,13,3,6.0,4,1,1,0,0,20
41,1.0,193630.0,9,6,2.0,6,1,2,0,0,40
52,,271750.0,8,3,,5,5,1,594,0,40
45,5.0,164430.0,13,2,6.0,6,1,2,0,0,40
38,1.0,91039.0,13,1,4.0,3,1,1,15024,0,60
40,1.0,347930.0,9,3,3.0,4,1,2,0,0,35
46,4.0,371370.0,9,2,9.0,4,1,1,0,0,40
35,1.0,32220.0,12,3,5.0,4,1,2,0,0,60
33,1.0,178110.0,13,3,2.0,2,1,1,0,0,20
23,1.0,403110.0,3,3,3.0,2,1,1,0,0,40
26,1.0,64293.0,10,3,6.0,4,1,2,0,0,35
72,,303590.0,9,1,,3,1,1,0,0,20
23,5.0,324960.0,9,3,10.0,4,1,1,0,0,40
58,1.0,180980.0,10,2,3.0,6,1,2,0,0,42
24,1.0,388090.0,13,3,5.0,4,5,1,0,0,40
19,1.0,249610.0,10,3,13.0,2,1,1,0,0,8
43,1.0,112130.0,10,1,5.0,3,1,1,0,0,40
47,5.0,543160.0,9,4,9.0,6,5,2,0,0,40
39,1.0,91996.0,9,2,3.0,6,1,2,0,0,40
49,1.0,141940.0,11,6,7.0,6,1,1,0,1380,42
53,,251800.0,3,5,,6,5,2,0,0,30
32,1.0,37070.0,11,3,2.0,4,1,1,0,0,45
34,1.0,337590.0,10,1,6.0,3,1,1,0,0,50
28,1.0,189350.0,9,2,2.0,4,1,1,0,0,45
57,,222220.0,11,5,,6,1,2,0,0,38
25,1.0,267040.0,10,3,9.0,4,3,2,0,0,20
20,,214640.0,10,3,,2,1,1,0,0,24
21,,204230.0,10,3,,6,1,2,0,0,35
34,1.0,108120.0,13,1,6.0,3,1,1,0,0,50
50,1.0,196230.0,9,1,5.0,3,1,1,7688,0,50
44,1.0,177900.0,10,2,8.0,6,1,1,0,0,58
28,1.0,85812.0,10,1,4.0,1,1,2,0,0,40
42,1.0,221170.0,13,1,5.0,3,1,1,0,0,40
38,2.0,190390.0,9,1,2.0,3,1,1,0,0,50
44,2.0,202690.0,14,1,6.0,3,1,1,0,0,40
44,1.0,109340.0,7,2,8.0,6,4,2,0,0,46
26,1.0,108660.0,9,3,8.0,4,1,1,0,0,40
36,1.0,197200.0,9,1,3.0,3,5,1,0,0,40
41,1.0,101740.0,12,1,5.0,1,1,2,0,0,50
67,1.0,231560.0,15,1,6.0,3,1,1,20051,0,48
39,5.0,207850.0,8,1,1.0,3,1,1,0,0,50
57,1.0,190940.0,2,5,12.0,4,5,2,0,0,30
31,3.0,41493.0,13,3,10.0,4,1,2,0,0,45
44,1.0,210520.0,10,1,11.0,3,1,1,0,0,40
30,1.0,237900.0,10,3,7.0,6,1,2,0,0,40
27,1.0,163860.0,9,3,11.0,4,1,1,0,0,40
27,1.0,201870.0,10,1,4.0,3,1,1,0,0,50
32,1.0,84179.0,9,3,7.0,4,1,2,0,0,45
58,1.0,51662.0,6,1,3.0,1,1,2,0,0,8
35,5.0,233330.0,10,1,13.0,3,1,1,0,0,40
21,1.0,259510.0,9,3,7.0,2,1,1,0,0,36
46,2.0,245720.0,10,2,5.0,4,1,1,0,0,50
36,2.0,27053.0,9,4,3.0,6,1,2,0,0,40
35,1.0,229330.0,9,1,8.0,1,5,2,0,0,40
31,1.0,323070.0,9,4,9.0,6,1,2,0,0,20
28,1.0,114050.0,13,3,11.0,4,1,1,0,0,55
47,1.0,264050.0,10,1,6.0,3,1,1,0,0,50
24,1.0,82804.0,9,3,7.0,6,5,2,0,0,40
52,2.0,334270.0,13,1,6.0,3,1,1,0,0,60
43,3.0,188440.0,14,1,5.0,3,1,1,5013,0,45
45,1.0,433660.0,4,4,3.0,6,1,2,0,0,40
29,2.0,110660.0,9,4,2.0,4,1,1,0,0,35
47,1.0,87490.0,14,2,5.0,6,1,1,0,0,42
51,1.0,95469.0,9,1,6.0,3,1,1,0,0,40
17,1.0,242720.0,7,3,4.0,2,1,1,0,0,12
37,1.0,22463.0,11,1,2.0,3,1,1,0,1977,40
27,1.0,158160.0,16,3,6.0,4,1,2,0,0,70
29,1.0,350160.0,13,1,5.0,1,1,1,0,0,40
58,5.0,283640.0,13,3,6.0,4,1,2,0,0,40
26,2.0,86646.0,10,1,2.0,3,1,1,0,0,45
65,,195730.0,10,1,,3,1,1,0,0,30
31,2.0,340940.0,13,3,1.0,4,1,1,0,0,40
21,1.0,197750.0,10,3,4.0,2,1,2,0,0,24
29,1.0,34292.0,10,3,9.0,4,1,1,0,0,60
57,3.0,103950.0,13,2,6.0,4,1,1,0,0,80
42,,137390.0,9,1,,3,1,1,0,0,40
55,,105140.0,9,1,,1,2,2,0,0,40
31,1.0,168390.0,13,1,6.0,3,1,1,7688,0,40
23,1.0,117790.0,13,3,9.0,2,1,2,0,0,40
23,,99399.0,10,3,,6,3,2,0,0,25
42,2.0,214240.0,15,1,6.0,3,1,1,0,1902,50
25,1.0,200410.0,10,3,1.0,4,1,1,2174,0,40
49,1.0,136460.0,13,3,6.0,4,1,2,0,0,45
60,1.0,51290.0,4,2,3.0,4,1,2,0,0,40
42,5.0,175670.0,5,1,3.0,3,1,1,0,0,40
35,2.0,194400.0,12,3,10.0,4,1,1,0,0,40
48,1.0,45612.0,9,3,9.0,6,5,2,0,0,37
29,1.0,182520.0,9,3,2.0,4,3,1,0,0,40
36,5.0,339770.0,9,4,5.0,4,5,1,0,0,40
17,1.0,169660.0,6,3,3.0,2,1,2,0,0,21
24,1.0,247560.0,9,3,2.0,4,1,1,0,0,40
39,1.0,207820.0,9,3,7.0,2,1,1,0,0,60
30,1.0,369030.0,9,1,11.0,3,5,1,0,0,45
50,2.0,114120.0,9,1,5.0,3,1,1,0,0,32
52,3.0,51048.0,13,1,4.0,3,1,1,0,0,55
45,1.0,462440.0,7,5,3.0,4,5,2,0,0,20
65,1.0,109350.0,5,5,12.0,6,5,2,0,0,24
38,2.0,267560.0,9,1,4.0,3,1,1,0,0,64
33,1.0,205470.0,10,1,5.0,3,1,1,0,0,40
49,1.0,268090.0,13,1,4.0,3,1,1,0,0,26
49,5.0,120450.0,6,4,3.0,6,5,2,0,0,40
43,1.0,154370.0,10,1,2.0,3,1,1,15024,0,60
30,1.0,103650.0,13,1,9.0,1,5,2,0,0,40
